title,date,category,name,leaning
Massenprotest gegen Waffengewalt bewegt USA,3-25-18,Public opinion,,Neutral
19:33 Großdemonstration Massenproteste gegen Waffengewalt in den USA,3-24-18,Public opinion,,Neutral
Nach Massaker an High School in Parkland: Trump will Schüler und Lehrer treffen – Parlament in Florida stimmt gegen schärfere Waffengesetze,2-21-18,School/Public space safety,,Neutral
Demonstration nach Amoklauf :  Wie die US-Schülerproteste Trump schaden könnten,3-26-18,Public opinion,,Neutral
„Erst der Anfang“ - Massenprotest gegen Waffengewalt in USA,3-24-18,Public opinion,,Neutral
Trump rückt von Forderung nach schärferem Waffenrecht ab - News-Ticker - Pforzheimer Zeitung,3-12-18,Politics,,Neutral
So trainieren Lehrer in den USA gegen Waffengewalt,3-12-18,School/Public space safety,,Neutral
Nachrichten Thema des Tages: Protest gegen Waffengewalt Waffengewalt: Amerikas Jugend schweigt nicht mehr Nachrichten der Ortenau - Offenburger Tageblatt,3-25-18,Public opinion,,Neutral
"Waffengewalt in den USA und weltweit aufgerufen. Clooney will an der geplanten Hauptdemonstration in Washington D.C. teilnehmen. dpa Ressort, Themen, Autor Der Pfälzische Merkur wird persönlicher: Wählen Sie aus,",3-24-18,Politics,,Neutral
"Massenprotest in USA gegen Waffengewalt: ""Genug ist genug""",3-24-18,Public opinion,,Neutral
"Demonstrationen - Massenprotest in USA gegen Waffengewalt: ""Genug ist genug""",3-25-18,Public opinion,,Neutral
USA Hunderttausende Schüler demonstrieren für schärferes US-Waffenrecht,3-25-18,Public opinion,,Neutral
Nach Amoklauf in Florida: Donald Trump signalisiert Unterstützung für bessere Kontrollen bei Schusswaffenerwerb Nach Amoklauf in Florida: Donald Trump signalisiert Unterstützung für bessere Kontrollen bei Schusswaffenerwerb,2-19-18,Politics,,Neutral
Schüler in den USA demonstrieren für schärferes Waffenrecht,2-21-18,Public opinion,,Neutral
Schüler in den USA demonstrieren für schärferes Waffenrecht,2-22-18,Public opinion,,Neutral
Politik „March For Our Lives' : Die Revolution der US-Jugend In den USA ziehen Schüler und ihre Unterstützer gegen Waffengewalt auf die Straßen.,3-25-18,Public opinion,,Neutral
Massenprotest gegen Waffengewalt bewegt USA,3-25-18,Public opinion,,Neutral
„Waffenrecht in den USA ist nicht zu verstehen' Zu „Wählt sie ab! Wählt sie ab' vom 26. März: Tief erschüttert habe ich die Berichte im Fernsehen...,4-7-18,2nd Amendment,,Neutral
"Massenprotest in USA gegen Waffengewalt: ""Genug ist genug""",3-24-18,Public opinion,,Neutral
Hunderttausende mobilisiert Massenprotest gegen Waffengewalt bewegt USA,3-26-18,Public opinion,,Neutral
Hunderttausende demonstrieren in den USA für ein schärferes Waffenrecht,3-24-18,Public opinion,,Neutral
"Massenproteste gegen Waffengewalt in den USA: ""Wir werden die Welt verändern""",3-25-18,Public opinion,,Neutral
Einlenken nach Florida-Massaker: Trump zu Korrekturen des Waffenrechts bereit,2-21-18,Politics,,Neutral
Nach Amoklauf in Parkland: Trump schlägt Überlebenden aus Florida mehr Waffen in Schulen vor,2-22-18,Politics,,Neutral
Vereinigte Staaten: Tausende US-Schüler demonstrieren gegen Waffengewalt,3-14-18,Public opinion,,Neutral
Massenprotest gegen Waffengewalt bewegt USA,3-25-18,Public opinion,,Neutral
«Genug ist genug» - Massenprotest in den USA gegen Waffengewalt,3-25-18,Public opinion,,Neutral
Waffengewalt: Hunderttausende demonstrieren in den USA,3-24-18,Public opinion,,Neutral
Protest in den USA: Schüler streiken für schärfere Waffengesetze,4-25-18,Public opinion,,Neutral
"Treffen mit Opfern des Amoklaufs: Trumps Notizzettel zeigt, was für ein Mensch er ist",2-22-18,Politics,,Neutral
Einen Monat nach dem Schulmassaker - Tag der Proteste gegen Waffengewalt in den USA,3-14-18,Public opinion,,Neutral
Trump rückt von Forderung nach schärferem Waffenrecht ab Washington (dpa) - US-Präsident Donald Trump ist in der Diskussion um eine Verschärfung der Waffenge…,3-12-18,Politics,,Neutral
Heute empfängt US-Präsident Trump seinen australischen Kollegen in Washington. Von ihm könnte er sich wertvolle Tipps für ein Waffengesetz bekommen.,2-23-18,Politics,,Neutral
Massenproteste gegen Waffengewalt in den USA,3-24-18,Public opinion,,Neutral
Politik: Trump rückt von Forderung nach schärferem Waffenrecht ab,3-12-18,Politics,,Neutral
"Politik und Wirtschaft Treffen mit Opfern des Amoklaufs : Trumps Notizzettel zeigt, was für ein Mensch er ist Außerdem präsentierte der Präsident eine krude Lösung für das Waffenproblem.",2-23-18,Politics,,Neutral
Schülerproteste in den USA gegen Schusswaffengewalt,3-14-18,Public opinion,,Neutral
Tausende demonstrieren am Columbine-Jahrestag in USA gegen Waffengewalt,4-20-18,Public opinion,,Neutral
"Parkland-Massaker: Melania Trump unterstützt Schüler, die schärfere Waffengesetze fordern",2-27-18,Politics,,Neutral
17 Minuten Stille – Protest gegen Waffengewalt in den USA,3-14-18,Public opinion,,Neutral
Einlenken nach Florida-Massaker: Trump zu Korrekturen des Waffenrechts bereit,2-22-18,Politics,,Neutral
Meldungen: Massenprotest in den USA gegen Waffengewalt,3-24-18,Public opinion,,Neutral
Hamburg: Rund 100 demonstrieren gegen Waffengewalt in den USA - nachrichten.de,3-25-18,Public opinion,,Neutral
Massenprotest in USA gegen Waffengewalt: «Genug ist genug»,3-24-18,Public opinion,,Neutral
Schüler in den USA demonstrieren für schärferes Waffenrecht | Nachrichten - LZ.de,2-22-18,Public opinion,,Neutral
Solidarität: Massenprotest gegen Waffengewalt in den USA - News Deutschland,3-25-18,Public opinion,,Neutral
Schüler in den USA demonstrieren für schärferes Waffenrecht,2-21-18,Public opinion,,Neutral
Massenprotest gegen Waffengewalt bewegt USA,3-25-18,Public opinion,,Neutral
Nach Amoklauf mit 17 Toten USA: Debatte über Waffengewalt,2-20-18,Society/Culture,,Neutral
Trump trifft Schüler Schüler in Florida demonstrieren für schärferes Waffenrecht,2-21-18,Politics,,Neutral
Schüler in den USA demonstrieren für schärferes Waffenrecht,2-21-18,Public opinion,,Neutral
Ausstände an US-High-Schools wegen Waffengewalt gestern Mit einem ganztägigen Streik wollen in den USA heute Tausende Schüler gegen Waffengewalt protestieren und für härtere Gesetze eintreten.,4-24-18,Public opinion,,Neutral
Schlaglichter: «Genug ist genug» - Massenprotest in den USA gegen Waffengewalt,3-24-18,Public opinion,,Neutral
Schüler-Proteste gegen Waffengewalt in den USA,3-14-18,Public opinion,,Neutral
Massenprotest gegen Waffengewalt bewegt USA,3-25-18,Public opinion,,Neutral
News Massenprotest gegen Waffengewalt bewegt USA,3-26-18,Public opinion,,Neutral
Amoklauf in Florida: Dieses Bild sollte Donald Trump den Schlaf rauben,2-22-18,Politics,,Neutral
Hunderttausende demonstrieren in den USA gegen die Waffengewalt,3-24-18,Public opinion,,Neutral
Schüler in den USA demonstrieren für schärferes Waffenrecht,2-22-18,Public opinion,,Neutral
Massenproteste gegen Waffengewalt in den USA ›,3-26-18,Public opinion,,Neutral
USA Eine Tote bei Schießerei an Schule in Alabama - Florida für schärfere Waffengesetze,3-8-18,Gun control/regulation,,Neutral
Wie die Schüler in Amerika für strengere Waffengesetze kämpfen,3-14-18,School/Public space safety,,Neutral
Waffengesetze in den USA: Mit Chats gegen Sturmgewehre,3-22-18,Gun control/regulation,,Neutral
Trump rÜckt von Forderung nach schÄrferem Waffenrecht ab,3-12-18,Politics,,Neutral
Radio-MK: Emotionaler Protest gegen Waffengewalt in den USA,3-15-18,Public opinion,,Neutral
Kein schärferes Waffenrecht: So will Trump stattdessen Schüsse an Schulen verhindern,2-22-18,School/Public space safety,,Neutral
Hunderttausende demonstrieren in den USA gegen die Waffengewalt,3-24-18,Public opinion,,Neutral
Washington Massenprotest gegen Waffengewalt bewegt USA,3-25-18,Public opinion,,Neutral
150 Menschen protestieren gegen Waffengewalt in den USA,3-24-18,Public opinion,,Neutral
Trump zögert mit Waffengesetz : Parlament in Florida lehnt Sturmgewehr-Verbot ab,2-21-18,Politics,,Neutral
Trump zu kleineren Korrekturen des Waffenrechts bereit,2-21-18,Politics,,Neutral
Massenprotest gegen Waffengewalt bewegt Amerika,3-25-18,Public opinion,,Neutral
Amoklauf an US-Schule Trumps &#034;Cowboy-Mentalität&#034;: Bewaffnete Lehrer sollen Bonus erhalten,2-23-18,School/Public space safety,,Neutral
Nach Schulmassaker in Parkland 20:27 Uhr Massenprotest in USA gegen Waffengewalt: «Genug ist genug»,3-25-18,Public opinion,,Neutral
Proteste gegen Waffengewalt in den USA: Gesucht: Die Anti-Waffenlobby,3-26-18,Public opinion,,Neutral
Hunderttausende demonstrieren in den USA gegen die Waffengewalt,4-19-18,Public opinion,,Neutral
Hunderttausende demonstrieren in den USA gegen die Waffengewalt,4-19-18,Public opinion,,Neutral
„March For Our Lives' : „Es reicht': Historischer Protest gegen Waffengewalt in den USA,3-26-18,Public opinion,,Neutral
Nach dem Massaker in Parkland reißen die Proteste nicht ab. Schüler fordern schärfere Waffengesetze. Doch Trump bietet eine ungewöhnliche Lösung an.,2-22-18,Public opinion,,Neutral
Schüler in den USA demonstrieren für schärferes Waffenrecht,2-21-18,Public opinion,,Neutral
ROUNDUP: Trump will Waffenrecht verschärfen,3-1-18,Politics,,Neutral
Schüler in den USA demonstrieren für schärferes Waffenrecht,2-22-18,Public opinion,,Neutral
Massenprotest gegen Waffengewalt bewegt USA Programm,3-25-18,Public opinion,,Neutral
Hunderttausende gehen in den USA gegen Waffengewalt auf die Straße Artikel bookmarken,3-25-18,Public opinion,,Neutral
Schüler in den USA demonstrieren für schärferes Waffenrecht,2-21-18,Public opinion,,Neutral
Hunderttausende protestieren in den USA gegen Waffengewalt,3-25-18,Public opinion,,Neutral
"Demonstration für schärfere Waffengesetze in den USA Protest gegen ""ein Klima der Angst und Bedrohung""",3-24-18,Public opinion,,Neutral
Emotionaler Protest gegen Waffengewalt in den USA | Nachrichten - LZ.de,3-15-18,Public opinion,,Neutral
„Erst der Anfang“ - Massenprotest gegen Waffengewalt in USA,3-24-18,Public opinion,,Neutral
23:40 Kriminalität : Schüler in den USA demonstrieren für schärferes Waffenrecht dpa,2-22-18,Public opinion,,Neutral
Deutschland & die Welt 21.02.2018 USA: Washington US-Präsident Trump zu kleineren Korrekturen des Waffenrechts bereit Als Konsequenz aus dem Schulmassaker von Florida mit 17 Toten zeigt sich US-Präsident Trump nun...,2-22-18,Politics,,Neutral
Schärfere Waffengesetze? Melania Trump unterstützt jugendliche Demonstranten,2-27-18,Politics,,Neutral
17 Minuten Stille – Protest gegen Waffengewalt in den USA,3-14-18,Public opinion,,Neutral
Schüler in den USA demonstrieren für schärferes Waffenrecht,2-22-18,Public opinion,,Neutral
Massenprotest gegen Waffengewalt bewegt USA,3-25-18,Public opinion,,Neutral
Einlenken nach Florida-Massaker: Trump zu Korrekturen des Waffenrechts bereit,2-21-18,Politics,,Neutral
Schüler in den USA demonstrieren für schärferes Waffenrecht,2-21-18,Public opinion,,Neutral
Nach Amoklauf in Florida: Trump offen für bessere Überprüfung bei Waffenverkäufen,2-20-18,Politics,,Neutral
Massenprotest gegen Waffengewalt bewegt USA,3-26-18,Public opinion,,Neutral
Proteste in Amerika : Tausende Jugendliche gegen Waffengewalt,4-26-18,Public opinion,,Neutral
Massenprotest gegen Waffengewalt bewegt USA,3-25-18,Public opinion,,Neutral
Vermischtes: Massenprotest in USA gegen Waffengewalt: «Genug ist genug»,3-24-18,Public opinion,,Neutral
Nach Amoklauf in Florida: Großmaul Trump inszeniert sich als furchtloser Verbrechensbekämpfer,2-28-18,Politics,,Neutral
Proteste gegen Waffengewalt in den USA Gesucht: Die Anti-Waffenlobby,3-25-18,Public opinion,,Neutral
Hunderttausende demonstrieren in den USA gegen die Waffengewalt,3-24-18,Public opinion,,Neutral
Hunderttausende marschieren gegen Waffengewalt in den USA,3-25-18,Public opinion,,Neutral
Amerikas Waffengesetze :  Donald Trump - ein letztes Aufbäumen,2-22-18,Politics,,Neutral
Massenprotest gegen Waffengewalt bewegt USA,3-25-18,Public opinion,,Neutral
Hunderttausende demonstrieren in den USA für schärfere Waffengesetze,3-25-18,Gun control/regulation,,Neutral
Von Australiens Waffengesetzen kann Donald Trump lernen,2-23-18,Politics,,Neutral
Der Protest gegen die laschen Waffengesetze in den USA wächst.,2-20-18,Public opinion,,Neutral
Massenprotest in den USA gegen Waffengewalt,3-25-18,Public opinion,,Neutral
Trump zu kleineren Korrekturen des Waffenrechts bereit,2-20-18,Politics,,Neutral
150 Menschen protestieren gegen Waffengewalt in den USA,3-24-18,Public opinion,,Neutral
Trump laviert bei Waffengesetz,2-21-18,Politics,,Neutral
NEWSTIME Massenprotest gegen Waffengewalt bewegt USA,3-25-18,Public opinion,,Neutral
Schülerproteste in den USA gegen Schusswaffengewalt,3-14-18,Public opinion,,Neutral
19:24 Uhr Emotionaler Protest gegen Waffengewalt in den USA,3-15-18,Public opinion,,Neutral
Massenprotest gegen Waffengewalt bewegt USA,3-25-18,Public opinion,,Neutral
Einlenken nach Florida-Massaker: Trump zu Korrekturen des Waffenrechts bereit,2-21-18,Politics,,Neutral
Kein schärferes Waffenrecht: So will Trump stattdessen Schüsse an Schulen verhindern,2-22-18,School/Public space safety,,Neutral
Massenprotest gegen Waffengewalt bewegt USA,3-25-18,Public opinion,,Neutral
Ausland Trump will Schnellschuss-Vorrichtungen verbieten lassen Nach Amoklauf in Florida,2-21-18,Politics,,Neutral
Massenprotest gegen Waffengewalt bewegt USA,3-25-18,Public opinion,,Neutral
Hunderttausende protestieren in den USA gegen Waffengewalt - Panorama - HARZ KURIER,3-25-18,Public opinion,,Neutral
Schüler in den USA demonstrieren für schärferes Waffenrecht - Emder Zeitung,2-22-18,Public opinion,,Neutral
Washington - In der Debatte um das Waffenrecht in den USA wächst der Druck auf die mächtige ...,2-24-18,2nd Amendment,,Neutral
Emotionaler Protest gegen Waffengewalt in den USA | Haller Kreisblatt - Politik,3-15-18,Public opinion,,Neutral
Nach Amoklauf: Waffen-Gegner in den USA machen,2-25-18,Economic consequences,,Neutral
Hunderttausende mobilisiert Massenprotest gegen Waffengewalt bewegt USA,3-25-18,Public opinion,,Neutral
Waffengewalt Angreifer stirbt bei Schusswechsel an High School in den USA,3-20-18,Mental health,,Neutral
Schüler in den USA: Tausende demonstrieren gegen Waffengewalt,4-25-18,Public opinion,,Neutral
Trump erwägt Verschärfung des Waffenrechts,2-27-18,Politics,,Neutral
USA: Debatte um Waffenrechts-Verschärfung gewinnt an Fahrt,2-21-18,2nd Amendment,,Neutral
Trump nimmt Vorschlag für schärfere Waffengesetze zurück,3-12-18,Gun control/regulation,,Neutral
Hunderttausende protestieren in den USA gegen Waffengewalt,3-25-18,Public opinion,,Neutral
Emotionaler Protest gegen Waffengewalt in den USA,3-15-18,Public opinion,,Neutral
Schüler in den USA demonstrieren für schärferes Waffenrecht | Frankenpost,2-22-18,Public opinion,,Neutral
USA: Hunderttausende demonstrieren gegen Waffengewalt,3-25-18,Public opinion,,Neutral
Massenprotest gegen Waffengewalt bewegt USA | Nachrichten - LZ.de,3-26-18,Public opinion,,Neutral
Hunderttausende demonstrieren in den USA gegen die Waffengewalt,4-19-18,Public opinion,,Neutral
Schulen - Hunderttausende demonstrieren in den USA für ein schärferes Waffenrecht - UNTERNEHMEN-HEUTE.de,3-24-18,Public opinion,,Neutral
Hunderttausende demonstrieren in den USA für schärfere Waffengesetze,3-25-18,Gun control/regulation,,Neutral
Schüler in den USA demonstrieren für schärferes Waffenrecht,2-21-18,Public opinion,,Neutral
Trump rückt von Forderung nach schärferem Waffenrecht ab,3-12-18,Politics,,Neutral
Hunderttausende demonstrieren in den USA gegen die Waffengewalt,4-19-18,Public opinion,,Neutral
Massenprotest gegen Waffengewalt bewegt USA,3-25-18,Public opinion,,Neutral
Massenprotest gegen Waffengewalt bewegt USA,3-25-18,Public opinion,,Neutral
„Marsch für unsere Leben': Massenprotest gegen Waffengewalt in den USA,3-24-18,Public opinion,,Neutral
USA: NRA klagt gegen verschärftes Waffenrecht in Florida,3-10-18,2nd Amendment,,Neutral
Trump offen für besseres Waffenrecht,2-19-18,Politics,,Neutral
Schweigeminuten und Proteste gegen Schusswaffengewalt in den USA,3-15-18,Public opinion,,Neutral
Debatte um Waffenrecht in den USA: Mehrere US-Firmen beenden Unterstützung für NRA,2-24-18,Economic consequences,,Neutral
Trump fordert schärfere Waffengesetze,3-1-18,Politics,,Neutral
Amoklauf in Maryland : Täter stirbt nach Schüssen an High School in den USA Der Schüler hatte zuvor ein Mädchen und einen Jungen angeschossen.,3-21-18,School/Public space safety,,Neutral
Schüler in den USA demonstrieren für schärferes Waffenrecht,2-21-18,Public opinion,,Neutral
Schüler in den USA demonstrieren für schärferes Waffenrecht,2-22-18,Public opinion,,Neutral
Massaker in den USA Nach Blutbad an Schule: Florida für schärfere Waffengesetze,3-8-18,School/Public space safety,,Neutral
Hunderttausende demonstrieren in den USA gegen die Waffengewalt,3-25-18,Public opinion,,Neutral
Rund 100 demonstrieren gegen Waffengewalt in den USA,3-24-18,Public opinion,,Neutral
Programm zur Schulsicherheit Trump rückt von Forderung nach schärferem Waffenrecht ab,3-13-18,Politics,,Neutral
Massenprotest gegen Waffengewalt bewegt USA,3-25-18,Public opinion,,Neutral
Massenprotest gegen Waffengewalt bewegt USA | obermain.de,3-25-18,Public opinion,,Neutral
